조사일,조사지역명,조사지역코드,품목명,품목코드,규격,조사가격,전일조사가격
20130115,서울,1104,미나리,252,1KG,5700,5700
20130115,서울,1104,깻잎,253,200G,3700,3700
20130115,서울,1104,피망(청),255,100G,1480,1480
20130115,서울,1104,땅콩,314,100G,2500,2500
20130115,서울,1104,느타리버섯,315,100G,840,840
20130115,서울,1104,팽이버섯,316,100G,350,350
20130115,서울,1104,사과,411,10개,13000,13000
20130115,서울,1104,배,412,10개,42670,42670
20130115,서울,1104,감귤,415,10개,2000,2000
20130115,서울,1104,건멸치,638,100G,3000,3000
20130115,서울,1104,쇠고기,512,100G,3980,3980
20130115,서울,1104,쇠고기,512,100G,1980,1980
20130115,서울,1104,얼갈이배추,215,1.5KG,3350,3350
20130115,서울,1104,얼갈이배추,215,1.5KG,3710,3710
20130115,서울,1104,쇠고기,512,100G,3500,4200
20130115,서울,1104,건멸치,638,100G,2160,2160
20130115,서울,1104,물오징어,619,1마리,3200,3200
20130115,서울,1104,오이,223,10개,14900,14900
20130115,서울,1104,호박,224,1개,2100,2100
20130115,서울,1104,토마토,225,1KG,6320,6320
20130115,서울,1104,딸기,226,100G,1420,1420
20130115,서울,1104,당근,232,1KG,7800,7800
20130115,서울,1104,풋고추,242,100G,1580,1580
20130115,서울,1104,풋고추,242,100G,1680,1680
20130115,서울,1104,풋고추,242,100G,1850,1850
20130115,서울,1104,사과,411,10개,17450,17450
20130115,서울,1104,쌀,111,20KG,45800,45800
20130115,서울,1104,찹쌀,112,1KG,5800,5800
20130115,서울,1104,콩,141,1KG,13200,13200
20130115,서울,1104,팥(적두),142,1KG,27800,27800
20130115,서울,1104,고구마,151,1KG,3980,3980
20130115,서울,1104,감자,152,1KG,5480,5480
20130115,서울,1104,배추,211,포기,2400,2780
20130115,서울,1104,상추,214,100G,1250,1250
20130115,서울,1104,상추,214,100G,1320,1320
20130115,서울,1104,오이,223,10개,10750,10750
20130115,서울,1104,배,412,10개,32000,32000
20130115,서울,1104,감귤,415,10개,2980,2980
20130115,서울,1104,단감,416,10개,9160,9160
20130115,서울,1104,바나나,418,100G,200,200
20130115,서울,1104,돼지고기,514,100G,1530,1530
20130115,서울,1104,닭고기,515,1KG,8150,8150
20130115,서울,1104,계란,516,10개,1530,1530
20130115,서울,1104,우유,535,1L,2300,2300
20130115,서울,1104,붉은고추,243,100G,1680,1680
20130115,서울,1104,마늘,244,1KG,6800,6800
20130115,서울,1104,양파,245,1KG,2480,2480
20130115,서울,1104,파,246,1KG,3720,3720
20130115,서울,1104,파,246,1KG,11600,11600
20130115,서울,1104,생강,247,1KG,8730,8730
20130115,서울,1104,피망(청),255,100G,1940,1940
20130115,서울,1104,땅콩,314,100G,2640,2640
20130115,서울,1104,팽이버섯,316,100G,392,392
20130115,서울,1104,물오징어,619,1마리,2180,2180
20130115,서울,1104,쇠고기,512,100G,4800,4800
20130115,서울,1104,쇠고기,512,100G,1850,1850
20130115,서울,1104,쇠고기,512,100G,1580,1580
20130115,서울,1104,열무,233,1.5KG,5580,5580
20130115,서울,1104,쇠고기,512,100G,5980,5980
20130115,서울,1104,건멸치,638,100G,1690,1690
20130115,서울,1104,고등어,611,1마리,2790,2790
20130115,서울,1104,미나리,252,1KG,4110,4600
20130115,서울,1104,깻잎,253,200G,3500,3500
20130115,서울,1104,피망(청),255,100G,1700,1700
20130115,서울,1104,땅콩,314,100G,2180,2180
20130115,서울,1104,느타리버섯,315,100G,1280,1280
20130115,서울,1104,팽이버섯,316,100G,360,360
20130115,서울,1104,사과,411,10개,19210,19210
20130115,서울,1104,사과,411,10개,18240,0
20130115,서울,1104,배,412,10개,39000,39000
20130115,서울,1104,상추,214,100G,1120,1120
20130115,서울,1104,상추,214,100G,1120,1120
20130115,서울,1104,오이,223,10개,7670,6600
20130115,서울,1104,오이,223,10개,8560,8560
20130115,서울,1104,호박,224,1개,1680,1680
20130115,서울,1104,토마토,225,1KG,4380,4380
20130115,서울,1104,딸기,226,100G,1160,1160
20130115,서울,1104,당근,232,1KG,5750,5750
20130115,서울,1104,풋고추,242,100G,1230,1300
20130115,서울,1104,쌀,111,20KG,45500,45500
20130115,서울,1104,찹쌀,112,1KG,4400,4400
20130115,서울,1104,콩,141,1KG,8950,8950
20130115,서울,1104,팥(적두),142,1KG,18750,18750
20130115,서울,1104,고구마,151,1KG,2980,2980
20130115,서울,1104,감자,152,1KG,2980,2980
20130115,서울,1104,배추,211,포기,3500,3500
20130115,서울,1104,양배추,212,포기,5680,5680
20130115,서울,1104,풋고추,242,100G,1520,1580
20130115,서울,1104,풋고추,242,100G,1960,2060
20130115,서울,1104,붉은고추,243,100G,1560,1560
20130115,서울,1104,마늘,244,1KG,8500,8500
20130115,서울,1104,양파,245,1KG,2160,2160
20130115,서울,1104,파,246,1KG,2320,2320
20130115,서울,1104,파,246,1KG,8560,7760
20130115,서울,1104,생강,247,1KG,6800,0
20130115,서울,1104,배,412,10개,21000,21000
20130115,서울,1104,감귤,415,10개,2100,2100
20130115,서울,1104,단감,416,10개,7800,7800
20130115,서울,1104,방울토마토,422,1KG,7250,7250
20130115,서울,1104,돼지고기,514,100G,1190,1190
20130115,서울,1104,닭고기,515,1KG,5060,5060
20130115,서울,1104,계란,516,10개,1680,1680
20130115,서울,1104,우유,535,1L,2300,2300
20130115,서울,1104,물오징어,619,1마리,2130,1990
20130115,서울,1104,쇠고기,512,100G,6180,6180
20130115,서울,1104,쇠고기,512,100G,2680,2680
20130115,서울,1104,얼갈이배추,215,1.5KG,4270,4270
20130115,서울,1104,얼갈이배추,215,1.5KG,5480,5480
20130115,서울,1104,쇠고기,512,100G,3100,3100
20130115,서울,1104,물오징어,619,1마리,1990,1990
20130115,서울,1104,계란,516,10개,1260,1260
20130115,서울,1104,쌀,111,20KG,48900,48900
20130115,서울,1104,찹쌀,112,1KG,7900,7900
20130115,서울,1104,콩,141,1KG,13750,13750
20130115,서울,1104,팥(적두),142,1KG,24750,24750
20130115,서울,1104,고구마,151,1KG,4990,4990
20130115,서울,1104,감자,152,1KG,4290,4290
20130115,서울,1104,땅콩,314,100G,880,880
20130115,서울,1104,팽이버섯,316,100G,390,390
20130115,서울,1104,사과,411,10개,17660,17660
20130115,서울,1104,배,412,10개,32250,32250
20130115,서울,1104,포도,414,1KG,9110,9110
20130115,서울,1104,감귤,415,10개,2630,2630
20130115,서울,1104,바나나,418,100G,200,200
20130115,서울,1104,방울토마토,422,1KG,10580,10580
20130115,서울,1104,돼지고기,514,100G,1390,1390
20130115,서울,1104,배추,211,포기,3490,3490
20130115,서울,1104,오이,223,10개,11450,11450
20130115,서울,1104,오이,223,10개,14950,14950
20130115,서울,1104,오이,223,10개,11950,11950
20130115,서울,1104,호박,224,1개,1990,1990
20130115,서울,1104,토마토,225,1KG,6590,6590
20130115,서울,1104,딸기,226,100G,1210,1210
20130115,서울,1104,당근,232,1KG,5990,5990
20130115,서울,1104,풋고추,242,100G,1760,1760
20130115,서울,1104,풋고추,242,100G,1990,1990
20130115,서울,1104,풋고추,242,100G,2150,2150
20130115,서울,1104,붉은고추,243,100G,1850,1850
20130115,서울,1104,양파,245,1KG,2860,2860
20130115,서울,1104,파,246,1KG,4150,4150
20130115,서울,1104,생강,247,1KG,9900,9900
20130115,서울,1104,깻잎,253,200G,5180,5180
20130115,서울,1104,피망(청),255,100G,1490,1490
20130115,서울,1104,우유,535,1L,2350,2350
20130115,서울,1104,건멸치,638,100G,3830,3830
20130115,서울,1104,쇠고기,512,100G,1980,1980
20130115,서울,1104,쇠고기,512,100G,1590,1590
20130116,서울동부,1101,계란,516,10개,1130,1130
20130116,서울동부,1101,닭고기,515,1KG,1300,1400
20130116,서울서부,1102,계란,516,10개,1230,1230
20130116,서울서부,1102,닭고기,515,1KG,3300,3400
20130116,서울서부,1102,열무,233,1.5KG,3000,2500
20130116,서울서부,1102,열무,233,1.5KG,3500,3000
20130116,서울서부,1102,얼갈이배추,215,1.5KG,1800,2000
20130116,서울서부,1102,물오징어,619,1KG,4000,4000
20130116,서울서부,1102,명태,615,1KG,1800,1800
20130116,서울서부,1102,갈치,613,1KG,25000,25000
20130116,서울서부,1102,고등어,611,1KG,3000,3000
20130116,서울서부,1102,방울토마토,422,5KG,20000,18000
20130116,서울서부,1102,포도,414,8KG,40000,45000
20130116,서울서부,1102,포도,414,8KG,37000,40000
20130116,서울서부,1102,감귤,415,10KG,18000,18000
20130116,서울서부,1102,감귤,415,10KG,15000,15000
20130116,서울서부,1102,단감,416,15KG,37000,37000
20130116,서울서부,1102,단감,416,15KG,32000,32000
20130116,서울서부,1102,바나나,418,1KG,1500,1500
20130116,서울서부,1102,바나나,418,1KG,1400,1400
20130116,서울서부,1102,참다래,419,10KG,33000,33000
20130116,서울서부,1102,참다래,419,10KG,28000,28000
20130116,서울서부,1102,참다래,419,10KG,44000,44000
20130116,서울서부,1102,참다래,419,10KG,41000,41000
20130116,서울서부,1102,피망(청),255,10KG,71000,71000
20130116,서울서부,1102,느타리버섯,315,2KG,13000,13000
20130116,서울서부,1102,느타리버섯,315,2KG,10000,10000
20130116,서울서부,1102,팽이버섯,316,5KG,13000,14000
20130116,서울서부,1102,팽이버섯,316,5KG,10000,12000
20130116,서울서부,1102,사과,411,15KG,70000,70000
20130116,서울서부,1102,사과,411,15KG,60000,60000
20130116,서울서부,1102,배,412,15KG,65000,65000
20130116,서울서부,1102,배,412,15KG,55000,55000
20130116,서울서부,1102,마늘,244,20KG,90000,90000
20130116,서울서부,1102,마늘,244,20KG,70000,70000
20130116,서울서부,1102,마늘,244,20KG,60000,60000
20130116,서울서부,1102,양파,245,1KG,1600,1600
20130116,서울서부,1102,양파,245,1KG,1500,1450
20130116,서울서부,1102,파,246,1KG,2400,2400
20130116,서울서부,1102,파,246,1KG,2200,2200
20130116,서울서부,1102,파,246,1KG,5500,5500
20130116,서울서부,1102,파,246,1KG,5000,5000
20130116,서울서부,1102,딸기,226,1KG,10000,10000
20130116,서울서부,1102,딸기,226,1KG,9000,9000
20130116,서울서부,1102,당근,232,20KG,90000,90000
20130116,서울서부,1102,당근,232,20KG,80000,80000
20130116,서울서부,1102,건고추,241,60KG,900000,900000
20130116,서울서부,1102,건고추,241,60KG,800000,800000
20130116,서울서부,1102,건고추,241,60KG,1200000,1200000
20130116,서울서부,1102,건고추,241,60KG,1100000,1100000
20130116,서울서부,1102,풋고추,242,10KG,57000,59000
20130116,서울서부,1102,시금치,213,4KG,13000,15000
20130116,서울서부,1102,상추,214,4KG,19000,19000
20130116,서울서부,1102,상추,214,4KG,17000,17000
20130116,서울서부,1102,상추,214,4KG,18500,18500
20130116,서울서부,1102,상추,214,4KG,16500,16500
20130116,서울서부,1102,수박,221,1개,17000,17000
20130116,서울서부,1102,수박,221,1개,14000,14000
20130116,서울서부,1102,오이,223,15KG,58000,55000
20130116,서울서부,1102,오이,223,15KG,53000,50000
20130116,서울서부,1102,고구마,151,10KG,27000,27000
20130116,서울서부,1102,고구마,151,10KG,20000,20000
20130116,서울서부,1102,감자,152,20KG,30000,30000
20130116,서울서부,1102,감자,152,20KG,24000,24000
20130116,서울서부,1102,감자,152,20KG,46000,46000
20130116,서울서부,1102,감자,152,20KG,38000,38000
20130116,서울서부,1102,배추,211,1KG,1300,1400
20130116,서울서부,1102,배추,211,1KG,1200,1300
20130116,서울서부,1102,양배추,212,10KG,13000,13000
20130116,서울서부,1102,양배추,212,10KG,9000,9000
20130116,서울서부,1102,시금치,213,4KG,16000,18500
20130116,서울서부,1102,오이,223,20KG,50000,50000
20130116,서울서부,1102,오이,223,20KG,45000,45000
20130116,서울서부,1102,호박,224,8KG,26000,26000
20130116,서울서부,1102,호박,224,8KG,22000,22000
20130116,서울서부,1102,호박,224,10KG,14000,14000
20130116,서울서부,1102,호박,224,10KG,12000,12000
20130116,서울서부,1102,토마토,225,10KG,28000,25000
20130116,서울서부,1102,토마토,225,10KG,24000,22000
20130116,서울서부,1102,풋고추,242,10KG,48000,50000
20130116,서울서부,1102,풋고추,242,4KG,34000,34000
20130116,서울서부,1102,풋고추,242,4KG,27000,27000
20130116,서울서부,1102,풋고추,242,10KG,105000,105000
20130116,서울서부,1102,풋고추,242,10KG,97000,95000
20130116,서울서부,1102,붉은고추,243,10KG,70000,73000
20130116,서울서부,1102,붉은고추,243,10KG,55000,55000
20130116,서울서부,1102,마늘,244,20KG,110000,110000
20130116,서울서부,1102,생강,247,20KG,100000,100000
20130116,서울서부,1102,생강,247,20KG,93000,93000
20130116,서울서부,1102,생강,247,20KG,3200,3200
20130116,서울서부,1102,미나리,252,20KG,55000,55000
20130116,서울서부,1102,미나리,252,20KG,45000,45000
20130116,서울서부,1102,깻잎,253,2KG,22000,22000
20130116,서울서부,1102,깻잎,253,2KG,20000,20000
20130116,서울서부,1102,피망(청),255,10KG,81000,81000
20130116,서울서부,1102,방울토마토,422,5KG,15000,13000
20130116,서울서부,1102,고등어,611,1KG,2900,2900
20130116,서울서부,1102,갈치,613,1KG,11000,11000
20130116,서울서부,1102,물오징어,619,1KG,4700,4700
20130116,서울서부,1102,건멸치,638,2KG,15000,15000
20130116,서울서부,1102,얼갈이배추,215,1.5KG,2000,2200
20130116,서울서부,1102,열무,233,1.5KG,2500,2500
20130116,서울서부,1102,쇠고기,512,100G,1500,1500
20130116,서울서부,1102,방울토마토,422,1KG,6000,6000
20130116,서울서부,1102,돼지고기,514,100G,1380,1440
20130116,서울서부,1102,닭고기,515,1KG,3500,3500
20130116,서울서부,1102,계란,516,10개,1460,1460
20130116,서울서부,1102,우유,535,1L,2400,2400
20130116,서울서부,1102,고등어,611,1마리,2000,2000
20130116,서울서부,1102,명태,615,1마리,2000,2000
20130116,서울서부,1102,물오징어,619,1마리,2500,2500
20130116,서울서부,1102,물오징어,619,1마리,2000,2000
20130116,서울서부,1102,땅콩,314,100G,560,560
20130116,서울서부,1102,느타리버섯,315,100G,800,800
20130116,서울서부,1102,느타리버섯,315,100G,700,700
20130116,서울서부,1102,팽이버섯,316,100G,330,330
20130116,서울서부,1102,팽이버섯,316,100G,230,230
20130116,서울서부,1102,사과,411,10개,30000,30000
20130116,서울서부,1102,사과,411,10개,25000,25000
20130116,서울서부,1102,배,412,10개,40000,40000
20130116,서울서부,1102,배,412,10개,30000,30000
20130116,서울서부,1102,양파,245,1KG,1600,1600
20130116,서울서부,1102,파,246,1KG,2500,2500
20130116,서울서부,1102,파,246,1KG,2000,2000
20130116,서울서부,1102,파,246,1KG,5300,5300
20130116,서울서부,1102,파,246,1KG,4500,4500
20130116,서울서부,1102,생강,247,1KG,6000,6000
20130116,서울서부,1102,생강,247,1KG,5500,5500
20130116,서울서부,1102,미나리,252,1KG,4000,4000
20130116,서울서부,1102,미나리,252,1KG,3500,3500
20130116,서울서부,1102,당근,232,1KG,6000,6000
20130116,서울서부,1102,당근,232,1KG,5500,5500
20130116,서울서부,1102,건고추,241,600G,14000,14000
20130116,서울서부,1102,건고추,241,600G,13000,13000
20130116,서울서부,1102,건고추,241,600G,18000,18000
20130116,서울서부,1102,건고추,241,600G,16000,16000
20130116,서울서부,1102,풋고추,242,100G,1000,1000
20130116,서울서부,1102,풋고추,242,100G,870,870
20130116,서울서부,1102,풋고추,242,100G,1250,1250
20130116,서울서부,1102,상추,214,100G,750,750
20130116,서울서부,1102,상추,214,100G,1000,1000
20130116,서울서부,1102,상추,214,100G,750,750
20130116,서울서부,1102,수박,221,1개,20000,20000
20130116,서울서부,1102,수박,221,1개,17000,17000
20130116,서울서부,1102,오이,223,10개,6600,6600
20130116,서울서부,1102,오이,223,10개,6000,6000
20130116,서울서부,1102,오이,223,10개,8000,8000
20130116,서울서부,1102,오이,223,10개,6000,6000
20130116,서울서부,1102,쌀,111,20KG,45000,45000
20130116,서울서부,1102,찹쌀,112,1KG,3060,3060
20130116,서울서부,1102,콩,141,1KG,7000,7000
20130116,서울서부,1102,콩,141,1KG,6160,6160
20130116,서울서부,1102,팥(적두),142,1KG,13100,13100
20130116,서울서부,1102,팥(적두),142,1KG,11600,11600
20130116,서울서부,1102,녹두,143,1KG,16000,16000
20130116,서울서부,1102,녹두,143,1KG,15000,15000
20130116,서울서부,1102,고구마,151,1KG,4000,4000
20130116,서울서부,1102,고구마,151,1KG,3000,3000
20130116,서울서부,1102,감자,152,1KG,2500,2500
20130116,서울서부,1102,배추,211,포기,4500,4500
20130116,서울서부,1102,배추,211,포기,4000,4000
20130116,서울서부,1102,양배추,212,포기,6000,6000
20130116,서울서부,1102,양배추,212,포기,5000,5000
20130116,서울서부,1102,시금치,213,1KG,6000,6000
20130116,서울서부,1102,시금치,213,1KG,5000,5000
20130116,서울서부,1102,상추,214,100G,1000,1000
20130116,서울서부,1102,호박,224,1개,2000,2000
20130116,서울서부,1102,호박,224,1개,1800,1800
20130116,서울서부,1102,호박,224,1개,1500,1500
20130116,서울서부,1102,호박,224,1개,1300,1300
20130116,서울서부,1102,토마토,225,1KG,6660,6660
20130116,서울서부,1102,토마토,225,1KG,5660,5660
20130116,서울서부,1102,딸기,226,100G,1350,1350
20130116,서울서부,1102,딸기,226,100G,1150,1150
20130116,서울서부,1102,풋고추,242,100G,1000,1000
20130116,서울서부,1102,풋고추,242,100G,1500,1500
20130116,서울서부,1102,풋고추,242,100G,1250,1250
20130116,서울서부,1102,붉은고추,243,100G,1000,1000
20130116,서울서부,1102,붉은고추,243,100G,870,870
20130116,서울서부,1102,마늘,244,1KG,7000,7000
20130116,서울서부,1102,마늘,244,1KG,6000,6000
20130116,서울서부,1102,양파,245,1KG,2000,2000
20130116,서울서부,1102,깻잎,253,200G,5000,5000
20130116,서울서부,1102,깻잎,253,200G,4000,4000
20130116,서울서부,1102,피망(청),255,100G,1000,1000
20130116,서울서부,1102,피망(청),255,100G,800,800
20130116,서울서부,1102,참깨,312,500G,11300,11300
20130116,서울서부,1102,참깨,312,500G,10300,10300
20130116,서울서부,1102,참깨,312,500G,3210,3210
20130116,서울서부,1102,땅콩,314,100G,1460,1460
20130116,서울서부,1102,포도,414,1KG,7330,7000
20130116,서울서부,1102,감귤,415,10개,2500,2500
20130116,서울서부,1102,감귤,415,10개,2000,2000
20130116,서울서부,1102,단감,416,10개,10000,10000
20130116,서울서부,1102,단감,416,10개,8000,8000
20130116,서울서부,1102,바나나,418,100G,180,180
20130116,서울서부,1102,바나나,418,100G,150,150
20130116,서울서부,1102,방울토마토,422,1KG,7000,7000
20130116,서울서부,1102,건멸치,638,100G,1500,1500
20130116,서울서부,1102,쇠고기,512,100G,3900,3900
20130116,서울서부,1102,쇠고기,512,100G,5660,5660
20130116,서울서부,1102,쇠고기,512,100G,4000,4000
20130116,서울서부,1102,쇠고기,512,100G,2330,2330
20130116,서울서부,1102,쇠고기,512,100G,1830,1830
20130116,서울서부,1102,쇠고기,512,100G,1630,1630
20130116,서울서부,1102,쇠고기,512,100G,2300,2300
20130116,서울서부,1102,쇠고기,512,100G,1330,1330
20130116,서울서부,1102,열무,233,1.5KG,3000,3000
20130116,서울서부,1102,얼갈이배추,215,1.5KG,2500,2500
20130116,서울서부,1102,쇠고기,512,100G,1100,1100
20130116,서울서부,1102,쇠고기,512,100G,1240,1240
20130116,서울서부,1102,얼갈이배추,215,1.5KG,2000,2000
20130116,서울서부,1102,쇠고기,512,100G,1200,1200
20130116,서울서부,1102,쇠고기,512,100G,3500,3500
20130116,서울서부,1102,쌀,111,20KG,46000,46000
20130116,서울서부,1102,찹쌀,112,1KG,3500,3500
20130116,서울서부,1102,콩,141,1KG,8000,8000
20130116,서울서부,1102,콩,141,1KG,7500,7500
20130116,서울서부,1102,팥(적두),142,1KG,14000,14000
20130116,서울서부,1102,팥(적두),142,1KG,13000,13000
20130116,서울서부,1102,녹두,143,1KG,17000,17000
20130116,서울서부,1102,녹두,143,1KG,15000,15000
20130116,서울서부,1102,고구마,151,1KG,5000,5000
20130116,서울서부,1102,고구마,151,1KG,4500,4500
20130116,서울서부,1102,감자,152,1KG,2500,2500
20130116,서울서부,1102,감자,152,1KG,2000,2000
20130116,서울서부,1102,배추,211,포기,4500,4500
20130116,서울서부,1102,배추,211,포기,4000,4000
20130116,서울서부,1102,양배추,212,포기,5000,5000
20130116,서울서부,1102,양배추,212,포기,4000,4000
20130116,서울서부,1102,시금치,213,1KG,5500,5500
20130116,서울서부,1102,시금치,213,1KG,5000,5000
20130116,서울서부,1102,상추,214,100G,1000,1000
20130116,서울서부,1102,상추,214,100G,800,800
20130116,서울서부,1102,상추,214,100G,800,800
20130116,서울서부,1102,상추,214,100G,700,700
20130116,서울서부,1102,수박,221,1개,18000,18000
20130116,서울서부,1102,수박,221,1개,15000,15000
20130116,서울서부,1102,오이,223,10개,7000,7000
20130116,서울서부,1102,오이,223,10개,6000,6000
20130116,서울서부,1102,오이,223,10개,8000,9000
20130116,서울서부,1102,오이,223,10개,7000,8000
20130116,서울서부,1102,호박,224,1개,1700,1700
20130116,서울서부,1102,호박,224,1개,1500,1500
20130116,서울서부,1102,호박,224,1개,1000,1200
20130116,서울서부,1102,호박,224,1개,900,1000
20130116,서울서부,1102,토마토,225,1KG,5000,5000
20130116,서울서부,1102,토마토,225,1KG,4500,4500
20130116,서울서부,1102,딸기,226,100G,1300,1300
20130116,서울서부,1102,딸기,226,100G,1100,1100
20130116,서울서부,1102,당근,232,1KG,6000,6000
20130116,서울서부,1102,당근,232,1KG,5000,5000
20130116,서울서부,1102,건고추,241,600G,12000,12000
20130116,서울서부,1102,건고추,241,600G,11000,11000
20130116,서울서부,1102,건고추,241,600G,18000,18000
20130116,서울서부,1102,건고추,241,600G,17000,17000
20130116,서울서부,1102,풋고추,242,100G,1200,1200
20130116,서울서부,1102,풋고추,242,100G,1000,1000
20130116,서울서부,1102,풋고추,242,100G,1300,1300
20130116,서울서부,1102,풋고추,242,100G,1100,1100
20130116,서울서부,1102,풋고추,242,100G,1700,1700
20130116,서울서부,1102,풋고추,242,100G,1500,1500
20130116,서울서부,1102,붉은고추,243,100G,1300,1300
20130116,서울서부,1102,붉은고추,243,100G,1200,1200
20130116,서울서부,1102,마늘,244,1KG,7000,7000
20130116,서울서부,1102,마늘,244,1KG,6000,6000
20130116,서울서부,1102,양파,245,1KG,1700,1700
20130116,서울서부,1102,양파,245,1KG,1600,1600
20130116,서울서부,1102,파,246,1KG,2500,2500
20130116,서울서부,1102,파,246,1KG,2300,2300
20130116,서울서부,1102,파,246,1KG,8000,8000
20130116,서울서부,1102,고등어,611,1마리,2000,2000
20130116,서울서부,1102,고등어,611,1마리,1700,1700
20130116,서울서부,1102,명태,615,1마리,2000,2000
20130116,서울서부,1102,물오징어,619,1마리,2000,2000
20130116,서울서부,1102,물오징어,619,1마리,2000,2000
20130116,서울서부,1102,건멸치,638,100G,1700,1700
20130116,서울서부,1102,쇠고기,512,100G,3400,3400
20130116,서울서부,1102,쇠고기,512,100G,2400,2400
20130116,서울서부,1102,쇠고기,512,100G,5000,5000
20130116,서울서부,1102,사과,411,10개,25000,25000
20130116,서울서부,1102,사과,411,10개,20000,20000
20130116,서울서부,1102,배,412,10개,30000,30000
20130116,서울서부,1102,배,412,10개,25000,25000
20130116,서울서부,1102,포도,414,1KG,7500,7500
20130116,서울서부,1102,감귤,415,10개,2000,2000
20130116,서울서부,1102,감귤,415,10개,1900,1900
20130116,서울서부,1102,단감,416,10개,10000,10000
20130116,서울서부,1102,단감,416,10개,8000,8000
20130116,서울서부,1102,참깨,312,500G,14000,14000
20130116,서울서부,1102,참깨,312,500G,12000,12000
20130116,서울서부,1102,참깨,312,500G,3500,3500
20130116,서울서부,1102,땅콩,314,100G,1500,1500
20130116,서울서부,1102,땅콩,314,100G,600,600
20130116,서울서부,1102,느타리버섯,315,100G,1000,1000
20130116,서울서부,1102,느타리버섯,315,100G,800,800
20130116,서울서부,1102,팽이버섯,316,100G,330,330
20130116,서울서부,1102,팽이버섯,316,100G,300,300
20130116,서울서부,1102,파,246,1KG,7000,7000
20130116,서울서부,1102,생강,247,1KG,6000,6000
20130116,서울서부,1102,생강,247,1KG,5500,5500
20130116,서울서부,1102,미나리,252,1KG,4000,4000
20130116,서울서부,1102,미나리,252,1KG,3500,3500
20130116,서울서부,1102,깻잎,253,200G,3000,3300
20130116,서울서부,1102,깻잎,253,200G,2700,3000
20130116,서울서부,1102,피망(청),255,100G,1200,1200
20130116,서울서부,1102,피망(청),255,100G,1000,1000
20130116,서울서부,1102,바나나,418,100G,170,170
20130116,서울서부,1102,바나나,418,100G,160,160
20130116,서울서부,1102,방울토마토,422,1KG,8000,8000
20130116,서울서부,1102,방울토마토,422,1KG,7000,7000
20130116,서울서부,1102,돼지고기,514,100G,1600,1600
20130116,서울서부,1102,닭고기,515,1KG,4000,4000
20130116,서울서부,1102,계란,516,10개,1400,1400
20130116,서울서부,1102,우유,535,1L,2400,2400
20130116,서울서부,1102,쇠고기,512,100G,3300,3300
20130116,서울서부,1102,쇠고기,512,100G,1200,1200
20130116,서울서부,1102,쇠고기,512,100G,1700,1700
20130116,서울서부,1102,쇠고기,512,100G,1500,1500
20130116,서울서부,1102,쇠고기,512,100G,2400,2400
20130116,서울서부,1102,쇠고기,512,100G,1300,1300
20130116,서울서부,1102,땅콩,314,75KG,680000,680000
20130116,서울서부,1102,참깨,312,60KG,1200000,1200000
20130116,서울서부,1102,콩,141,35KG,215000,215000
20130116,서울서부,1102,콩,141,35KG,155000,155000
20130116,서울서부,1102,팥(적두),142,40KG,435000,435000
20130116,서울서부,1102,팥(적두),142,40KG,425000,425000
20130116,서울서부,1102,팥(적두),142,40KG,170000,170000
20130116,서울서부,1102,녹두,143,40KG,460000,460000
20130116,서울서부,1102,녹두,143,40KG,440000,440000
20130116,서울서부,1102,녹두,143,40KG,210000,210000
20130116,서울서부,1102,메밀,144,1KG,2000,2000
20130116,서울서부,1102,쌀,111,20KG,44000,44000
20130116,서울서부,1102,쌀,111,20KG,43000,43000
20130116,서울서부,1102,찹쌀,112,40KG,105000,105000
20130116,서울서부,1102,찹쌀,112,40KG,100000,100000
20130116,서울서부,1102,콩,141,35KG,225000,225000
20130116,서울서부,1102,참깨,312,60KG,1150000,1150000
20130116,서울서부,1102,땅콩,314,75KG,700000,700000
20130116,서울서부,1102,들깨,313,45KG,420000,420000
20130116,서울서부,1102,들깨,313,45KG,440000,440000
20130116,서울서부,1102,참깨,312,60KG,370000,370000
20130116,서울서부,1102,들깨,313,45KG,170000,170000
20130116,서울,1104,열무,233,1.5KG,4770,4770
20130116,서울,1104,쇠고기,512,100G,3500,3500
20130116,서울,1104,건멸치,638,100G,2700,2700
20130116,서울,1104,우유,535,1L,2300,2300
20130116,서울,1104,닭고기,515,1KG,6990,6990
20130116,서울,1104,사과,411,10개,19750,19750
20130116,서울,1104,배,412,10개,55000,55000
20130116,서울,1104,배,412,10개,40000,40000
20130116,서울,1104,포도,414,1KG,9200,9200
20130116,서울,1104,감귤,415,10개,2530,2530
20130116,서울,1104,단감,416,10개,11000,11000
20130116,서울,1104,바나나,418,100G,178,228
20130116,서울,1104,방울토마토,422,1KG,8000,8000
20130116,서울,1104,돼지고기,514,100G,990,990
20130116,서울,1104,호박,224,1개,2100,2100
20130116,서울,1104,토마토,225,1KG,5660,5660
20130116,서울,1104,딸기,226,100G,1000,1250
20130116,서울,1104,당근,232,1KG,5900,7900
20130116,서울,1104,풋고추,242,100G,1690,1690
20130116,서울,1104,풋고추,242,100G,1800,1800
20130116,서울,1104,풋고추,242,100G,2300,2300
20130116,서울,1104,붉은고추,243,100G,1900,1900
20130116,서울,1104,마늘,244,1KG,6800,6800
20130116,서울,1104,고구마,151,1KG,2900,2900
20130116,서울,1104,감자,152,1KG,5900,5900
20130116,서울,1104,배추,211,포기,2400,2400
20130116,서울,1104,양배추,212,포기,4900,4900
